author1	author2	#coauthor
Anh-Tuan Tran	Aravind Yalamanchi	1
Panos Kalnis	Qiang Jing	1
Markus Muller	Franz Schweiggert	1
Wensheng Wu	Naphtali Rishe	1
Fernando de Ferreira Rezende	Theo Harder	1
Abhishek Mukherji	Elke A. Rundensteiner	1
Jianhui Chen	Qi Li	1
Ning Liu	Qiang Yang	3
Albert Fornells	Eva Armengol	1
Peter M. G. Apers	Henk M. Blanken	1
Bin Cao	Rajan M. Lukose	1
Oded Netzer	Lyle H. Ungar	1
Raymond T. Ng	Theodore Johnson	1
Shouchun Chen	Tao Li	1
Min-Jae Lee	Young-Koo Lee	1
Satoshi Morinaga	Kenji Tateishi	1
Jun Sun	Zhiyong Shen	1
Walter A. Kosters	Tim K. Cocx	1
Eyke Hullermeier	Andreas Nurnberger	1
Cesar Llamas	Alvaro Zubizarreta	1
Philip S. Yu	Richard R. Muntz	1
Vincent Cho	D. Permunetilleke	1
Anupam Joshi	Timothy W. Finin	2
Steve Lawrence	Frans Coetzee	2
Patrick Valduriez	Olga Kapitskaia	1
Dharmesh M. Maniyar	Ian T. Nabney	1
Tadashi Nomoto	Yuji Matsumoto	1
Marcos Andre Goncalves	Marco Cristo	4
Michalis Vazirgiannis	Nitin Kumar	1
Carlo Sartiani	Giorgio Ghelli	1
Naoki Abe	Wei Fan	1
Theo Harder	Yangjun Chen	1
Alan Murray	Brian Dalessandro	1
Andrew McCallum	Xiaojin Zhu	1
Raffaele Perego	Salvatore Orlando	2
Allen Ballman	Tzi-cker Chiueh	1
Juliana Freire	Altigran Soares da Silva	2
J. Kogan	Yuqiang Guan	1
Nan Wang	Zhenjie Zhang	1
Hsuan-Yu Chen	Jyh-Jong Tsay	1
Bruce Cottman	Annrai OToole	1
Suh-Yin Lee	Hua-Fu Li	1
Yi-Ting Lai	Hua Shi	1
Ken Konkel	Howard J. Hamilton	1
Chengwen Liu	Niki Pissinou	1
Charu C. Aggarwal	Jianyong Wang	3
Joann Ruvolo	James H. Kaufman	1
Licheng Jiao	Lei Wang	1
Min Zhang	Yiqun Liu	1
John D. Farrara	Eddie C. Shek	1
Andreas Arning	Prabhakar Raghavan	1
Ji-Rong Wen	Mingjing Li	1
Wenfei Fan	Gao Cong	1
Ramkumar Krishnan	Souripriya Das	1
B. Petzsche	Edgar Hotz	1
Vania Bogorny	Sandro da Silva Camargo	1
Kevin Shaw	Edgar Cooper	1
Marco Cristo	Baoping Zhang	2
Huidong Jin	Graham J. Williams	1
Peter M. G. Apers	Djoerd Hiemstra	2
Victor Lavrenko	David Jensen	1
Krupakar V. Pasupuleti	Sugato Basu	1
Rohit Gupta	Gaurav Pandey	1
Eugene Inseok Chong	Chuck Freiwald	1
Daniel Alexander Ford	Jussi Myllymaki	1
C. Lee Giles	Eric J. Glover	2
Jinbo Bi	Chandra Kambhamettu	1
Karsten M. Borgwardt	Hans-Peter Kriegel	4
Yuan Jiang	Li-Ping Liu	1
Damien K. Fisher	Raymond K. Wong	1
Tadashi Ohmori	Yuuji Hotta	1
Karsten Winkler	Henner Graubitz	1
Jose Maria Gomez	Francisco M. Carrero	1
Shinjae Yoo	Frank Lin	1
Fei Chen	Rong She	1
Kristina Star	Andrew Bate	1
Rayid Ghani	Chad M. Cumby	1
Sheng Ma	Joseph L. Hellerstein	5
Alistair Moffat	Vo Ngoc Anh	1
Yongtai Zhu	Wei Wang	1
Prasenjit Mitra	Bingjun Sun	1
Robert Marek	Erhard Rahm	1
Dmitri Roussinov	Ozgur Turetken	1
Xiaohan Zhang	Alan Murray	1
Diane J. Cook	Caleb C. Noble	1
Kenneth Ward Church	Ping Li	1
Guoyang Shen	Hang Li	1
Thorsten Joachims	Filip Radlinski	3
Yuxin Chen	Baoping Zhang	2
Kyuseok Shim	Sergey Brin	1
Jong Wook Kim	K. Selcuk Candan	1
Christoph Mangold	Holger Schwarz	1
Shenghuo Zhu	Qi Li	1
Yunbo Cao	Yong Yu	3
Shamim A. Naqvi	Tomasz Imielinski	1
Jose Manuel Pena	Fazel Famili	1
Rohit Gupta	Tushar Garg	1
Matthew Michelson	Craig A. Knoblock	1
Xuerui Wang	Xing Wei	1
Eran Shaham	Avraham A. Melkman	1
Shuiwang Ji	Lei Yuan	1
Amit Goyal	Laks V. S. Lakshmanan	1
Philip S. Yu	Xingzhi Sun	1
Machon Gregory	Tanya Clement	1
Jen-Hao Hsiao	Chu-Song Chen	1
Joachim Hammer	Jan D. Gehrke	1
Leila Kaghazian	Reza Sadri	1
Stefania Ronchi	Gloria Bordogna	1
Jian Xu	Yong Lin	1
Amol Ghoting	Srinivasan Parthasarathy	3
Robert Stockton	Matthew Hurst	1
Jan Chomicki	Slawomir Staworko	1
John C. Platt	Susan T. Dumais	1
Xiaoying Wu	Dimitri Theodoratos	2
John D. Farrara	J. Yi	1
Hua Huang	Chunsong Wang	1
Christos Faloutsos	Ibrahim Kamel	1
Wagner Meira Jr	Leonardo C. da Rocha	1
Kenji Yamanishi	Yuko Maruyama	1
Quanquan Gu	Jie Zhou	1
Joann Ruvolo	Jared Jackson	1
Yanhua Chen	Lijun Wang	1
Allen Quoc-Luan Tran	Charles L. A. Clarke	1
Alejandro Bassi	Juan D. Velasquez	1
Sureyya Tarkan	Elena Zheleva	1
Martin Ester	Arno Knobbe	1
Eric Hughes	Neil Ching	1
Michael Mitzenmacher	Ravi Kumar	1
Takeshi Yamada	Tomoharu Iwata	2
Changqing Li	Tok Wang Ling	2
Juntae Kim	Jonathan L. Herlocker	1
Michael M. Yin	Jason Tsong-Li Wang	1
Ningthoujam Gourakishwar Singh	Anjana K. Mahanta	1
Edward A. Fox	Zheng Chen	1
Harald Huning	John Darlington	1
Nick Cercone	Howard J. Hamilton	2
Ramkumar Krishnan	Eugene Inseok Chong	1
Peter M. G. Apers	Franciska de Jong	1
Ryan Rich	Behrokh Samadi	1
Kun Bai	Prasenjit Mitra	1
Gang Fang	Vipin Kumar	1
Djoerd Hiemstra	Vojkan Mihajlovic	1
Vijay V. Raghavan	Chee-Hung Henry Chu	1
Liang Wang	Xin Geng	1
Duo Zhang	Limin Yao	1
Ian H. Jarman	M. Benjamin Dias	1
Kirsten Hildrum	Philip S. Yu	1
Hans Schuster	Richard Lenz	1
Kenneth Ward Church	Trevor Hastie	1
Shipeng Yu	Cary Dehing-Oberije	1
Lisa Friedland	David Jensen	3
Richard D. Lawrence	Wojciech Gryc	1
Yun Chi	Philip S. Yu	1
Thorsten Brants	Francine Chen	1
Stephen Robertson	Chris Burges	1
Naoki Abe	Andrew Arnold	1
Yan Rui Huang	Aijun An	1
Nick Koudas	Suresh Venkatasubramanian	1
Sudeshna Adak	Manish P. Kurhekar	1
Neel Sundaresan	Jeonghee Yi	1
Divyakant Agrawal	Amr El Abbadi	11
Andreas L. Prodromidis	Dave W. Fan	1
Steve A. Chien	Ashley Davies	1
Dan Geiger	Usama M. Fayyad	1
Wolfgang Nejdl	Raluca Paiu	1
Fabian Morchen	Julien Etienne	1
Pierre Gancarski	Jerzy J. Korczak	1
Stephen Robertson	Nick Craswell	1
Sheng Ma	Tao Li	4
M. Sulaiman Khan	Frans Coenen	1
Christos Faloutsos	Bai Wang	1
Shiwei Tang	Jie Chen	1
Nikola S. Muller	Claudia Plant	1
Ernest P. Chan	Santiago Garcia	1
Yiming Ma	Shu Chen	1
Yasushi Sakurai	Masatoshi Yoshikawa	1
Shubha U. Nabar	Aleksandra Korolova	1
Max Welling	Arthur Asuncion	1
Ke Wang	Rong She	2
Guangyu Zhu	Gilad Mishne	1
Jun'ichi Tatemura	Shenghuo Zhu	1
David M. Pennock	Eric J. Glover	1
Anupam Joshi	Dipanjan Chakraborty	1
Haixun Wang	Gabriel Pui Cheong Fung	1
Xiaoyuan Wang	Jian Xu	1
Debby Keen	Arcot Rajasekar	1
Eugenio Oliveira	Luis Sarmento	1
Yu-Ming Chang	Han-Shen Huang	1
Bing Lv	Lizhu Zhou	1
Marcus Fontoura	Kevin S. Beyer	1
Vincent Wenchen Zheng	Sinno Jialin Pan	1
Ben Fei	Shengliang Xu	1
Roberto J. Bayardo	Robert G. Malkin	1
Duminda Wijesekera	Valery Guralnik	1
Anirban Dasgupta	Prabhakar Raghavan	1
Steven A. Klooster	Christopher Potter	2
Borkur Sigurbjornsson	Maarten Marx	1
Joseph Elble	Leonard Pitt	1
Christos Faloutsos	Tina Eliassi-Rad	3
Elisabet Golobardes	Albert Fornells	1
Philip J. Bernhard	Tahia Infantes-Morris	1
Vincent Wenchen Zheng	Qiang Yang	1
David R. Musicant	Lei Chen	1
Ralph Krieger	Emmanuel Muller	4
Yi-Dong Shen	Zhiyong Shen	2
Richard Lichtenstein	Luis Gravano	1
Rong Yan	Gang Luo	1
Sandra de F. Mendes Sampaio	Paul Watson	1
Daniel Wu	Amr El Abbadi	1
Sheng Ma	Hui Xiong	1
Jaideep Srivastava	Duminda Wijesekera	2
Joseph N. Said	Fereidoon Sadri	1
Pedro Domingos	Mausam	1
Xiaoyun Wu	Deng Cai	1
Ricardo Cartaxo Modesto de Souza	Dalton M. Valeriano	1
Debasis Kundu	Kripa Shanker	1
Bei Yu	Atulya Velivelli	1
Zhu Zhang	Hong Qi	1
Timothy W. Finin	Li Ding	1
Caetano Traina Jr	Humberto Luiz Razente	1
Ted Younglove	Lan Ye	1
Keith Wagner	Shuo Feng	1
Peter Lohman	Michael L. Heytens	1
Juan E. Gilbert	Yapin Zhong	1
Zi Yang	Jimeng Sun	1
Yves Simon	Heloise Lynn	1
Ravi Janardan	Jieping Ye	5
Ravi Janardan	Eric Reiman	1
Jonathan Tang	Adam Yeh	1
Dimitra Vista	Divesh Srivastava	1
Garimella Rama Murthy	G. V. Ranga Rao	1
Ramendra K. Sahoo	Adam J. Oliner	1
Sungkil Lee	Gultekin Ozsoyoglu	1
Charu C. Aggarwal	Jing Wang	1
Hans-Jorg Schek	Roger Weber	1
Ji-Rong Wen	Wang-Chien Lee	1
Lucian V. Lita	Prasenjit Mitra	1
Robert C. Holte	Chris Drummond	1
Thore Graepel	Ralf Herbrich	1
Cyrus Shahabi	Farnoush Banaei Kashani	1
Sushil Jajodia	Kenneth Smith	1
Henri Briand	Julien Blanchard	2
Doug Warner	Bikramjit Banerjee	1
Dharmendra S. Modha	Arindam Banerjee	1
Uwe Herzog	Ralf Schaarschmidt	1
E. K. Park	Xiaodan Zhang	1
Aravindan Raghuveer	Biplob K. Debnath	1
Timothy W. Finin	Yun Peng	1
Kiam Choo	Rajat Mukherjee	1
Lars Backstrom	Andrew Tomkins	1
Stephen Robertson	Simone Teufel	1
Chuck Freiwald	Mahesh Jagannath	1
Aaron E. Tenney	Minmin Chen	1
Edgar Hotz	W. Heuser	1
David W. Cheung	Jeffrey Xu Yu	1
Yannis Manolopoulos	Enrico Nardelli	1
Krishnamoorthy Sivakumar	Qi Wang	1
Dimitra Vista	H. V. Jagadish	1
Joao Mexia	Carlos Agra Coelho	1
Ramayya Krishnan	George T. Duncan	1
Leonard McMillan	Jinze Liu	1
Ada Wai-Chee Fu	Raymond Chi-Wing Wong	4
Jonathan Tang	Sam Skrivan	1
Vanesa Lobato	Nicolas de Abajo	1
Yoon-Joon Lee	Minho Park	1
Sugato Basu	D. Sculley	1
Yannis Theodoridis	Akrivi Vlachou	1
Christopher Besemann	Anne Denton	1
Tong Zhang	Kristin P. Bennett	1
Qiankun Zhao	Bi Chen	1
Raymond K. Wong	Nicole Lam	1
Aya Soffer	Gilad Mishne	1
Fabrizio Sebastiani	Alessandro Sperduti	1
Pasi Franti	Olli Virmajoki	1
Robert E. Schapire	Raj D. Iyer	1
Yu Meng	Margaret H. Dunham	1
Shubin Zhao	Jonathan Betz	1
Ada Wai-Chee Fu	Jian Xu	1
Xiaoyan Zhu	Ming Li	2
Marios Hadjieleftheriou	Dimitrios Gunopulos	1
Ryan Rich	Daniel R. Jeske	1
Giuseppe Pozzi	Angelo Montanari	1
Qi Tian	Tianxia Gong	1
Rina Panigrahy	Sreenivas Gollapudi	2
ZhaoHui Tang	Hang Li	1
Lise Getoor	Ben Shneiderman	1
Tahsin M. Kurc	Shirish Tatikonda	1
Srivatsan Laxman	Raja Sripada	1
Carl Lagoze	Pavel Dmitriev	1
Rod Adams	Marc B. Brown	1
Ricardo Vilalta	Nidal M. Zeidat	1
Alan F. Karr	Ashish P. Sanil	1
Stephane Loiseau	Beatrice Duval	1
Annrai OToole	Richard Mark Soley	1
Francois Fouss	Alain Pirotte	1
Jonghoon Chun	Sei Chun	1
Dimitris Fragoudis	Dimitris Meretakis	2
Yoon-Joon Lee	Jeong-Hoon Lee	1
David R. Karger	Eytan Adar	1
Pablo A. Roberto	Juliano Palmieri Lage	1
Steffen Rendle	Alexandros Nanopoulos	1
Deyi Li	Jiawei Han	1
Sara Cohen	Tali Brodianskiy	1
Maithili Narasimha	Gene Tsudik	1
Gillian Dobbie	Zoe Lacroix	1
Nathan Nan Liu	Yunhong Zhou	1
Martin Pfeifle	Stefan Brecheisen	1
Raymond K. Wong	Michael Barg	1
Selina Chu	Michael J. Pazzani	2
Takao Miura	Masahiro Motoyoshi	1
Qi Tian	Boon Chuan Pang	1
Krishna Bharat	Matthias Ruhl	1
Qi Tian	Tze-Yun Leong	1
Scott B. C. Dynes	Rob Laubacher	1
Wee Keong Ng	Chinya V. Ravishankar	1
James J. Schauer	Stephen J. Wright	1
Kosuke Hashimoto	Nobuhisa Ueda	1
Peter Bruza	Guihong Cao	1
Shotaro Akaho	Noriaki Izumi	1
Sriram Padmanabhan	Yi Chen	1
Yiqing Tu	Honghua Dai	1
Peter Wackersreuther	Hans-Peter Kriegel	1
S. S. Ravi	Ian Davidson	1
Alexandra Brugger	Peter J. Dickinson	1
Jorg Sander	Mario A. Nascimento	1
Weiyun Huang	Leo Mark	1
Rajeev Rastogi	Banu Ozden	1
Zhao Li	Sun Peng	1
Du Zhang	Quoc Luan Ha	1
Hans-Peter Kriegel	Johannes Asfalg	1
Howard J. Hamilton	Liqiang Geng	2
David Lo	Hong Cheng	1
Li Wei	Scott Sirowy	1
Sriram Padmanabhan	Susan B. Davidson	1
Myra Spiliopoulou	Irene Ntoutsi	1
Jeffrey Xu Yu	Chaofeng Sha	1
Steven Hand	Pietro Lio	1
James Bailey	Eric Bae	1
Melanie Chams	Stuart E. Madnick	1
Quoc V. Le	Alex J. Smola	1
Wei Hu	Lizhu Zhou	1
Deyi Li	Wei Wang	1
Lei Qi	Lei Yang	1
Yalou Huang	Hang Li	1
Nadeem Ahmed Syed	Huan Liu	2
Katerina Perdikuri	George Mayritsakis	1
Daxin Jiang	Huanhuan Cao	1
Johan Himberg	John A. Flanagan	1
Garimella Rama Murthy	P. Krishna Reddy	1
Adrian Muller	Erich J. Neuhold	1
Hongbo Deng	Irwin King	2
Xiaohan Zhang	Foster Provost	1
Jamil Saquer	Tsegaye Tadesse	1
Johan Himberg	Kalle Korpiaho	1
James Bailey	Elsa Loekito	2
Chris Kelman	Huidong Jin	1
David W. Cheung	Huan Liu	1
Michael R. Berthold	Michael Zeller	1
Noriaki Izumi	Koiti Hasida	1
Jose Gabriel Pereira Lopes	Joao Mexia	1
Mao Chen	Andrea S. LaPaugh	1
Meera Jindal	Biplob K. Debnath	1
Jorg Sander	Hans-Peter Kriegel	3
Sourav Mukherjee	Abdelsalam Helal	1
Kfir Ankori	Yair Liberzon	1
Thomas Kamps	Ulrich Thiel	1
E. K. Park	Xiaohua Zhou	1
Yun Chi	Dengyong Zhou	1
Mirek Riedewald	Art Munson	1
Evangelos E. Kotsifakos	Yannis Vrahoritis	1
Panos K. Chrysanthis	Mateusz Pietrzyk	1
Luc Lamontagne	Tang-Ho Le	1
Yosi Mass	Shila Ofek-Koifman	1
Nabil R. Adam	Ramesh Subramanian	1
Liang Ding	Victor E. Lee	1
Scott Gaffney	Padhraic Smyth	3
Sean Cox	Douglas Holt	1
Krzysztof Koperski	Selim Aksoy	1
Yunhong Gu	Robert L. Grossman	1
Zhengyuan Zhu	Suresh Venkatasubramanian	1
Chang-Shing Perng	Joseph L. Hellerstein	4
Martin Ester	Wen Jin	2
Rui Cai	Jiang-Ming Yang	2
Jin-yi Cai	Stephen J. Wright	1
Vishal Doshi	Pavan Reddivari	1
Tie-Yan Liu	Lei Yang	1
Kristina Star	Johan Hopstadius	1
Jon Olav Hauglid	Kjetil Norvag	1
Jennifer G. Dy	Kaushal Sanghai	1
Ben Choi	Xiaogang Peng	1
Varun Chandola	Vipin Kumar	2
Andrew Betz	Jeffery Howard	1
Huanying Gu	Michael Halper	1
Hanaki Miyoshi	Kawamae Noriaki	1
Viviane Moreira Orengo	Altigran Soares da Silva	1
Yi-Dong Shen	Shi-Ming Zhang	1
Xiaohua Hu	E. K. Park	1
Ishwar K. Sethi	Mingkun Li	1
Michael Brinkmeier	Sven Recknagel	1
Costin Barbu	Raja Tanveer Iqbal	1
Shalendra Chhabra	Christian Siefkes	1
Xiaoyun Wu	Philip S. Yu	1
James Geller	Ashish Mehta	1
Jianhui Chen	Jun Liu	1
Jahna Otterbacher	Dragomir R. Radev	1
Damien McAullay	Jiuyong Li	1
Nathan C. Hiers	Amy McGovern	1
Jinhui Liu	Jianchang Mao	1
Dmitry Pavlov	Padhraic Smyth	3
Robert Grossman	Erik Marcade	1
Kazunori Yamaguchi	Ken Nakayama	1
Dmitry Pavlov	Darya Chudova	1
Ravi Kumar	Bo Pang	2
Atsuhiro Takasu	Daiji Fukagawa	1
Qi Tian	Zhuo Zhang	1
Uma Sawant	Soumen Chakrabarti	1
Norman W. Paton	Paul Watson	1
Roberto Tagliaferri	Ciro Donalek	1
Behrokh Samadi	Daniel R. Jeske	1
Roland Orre	Andrew Bate	1
Can Turker	Klaus Haller	1
Steve A. Steed	Walter L. Johnston	1
Lluis Belanche	Angela Nebot	1
Kathleen Griffiths	Nick Craswell	1
Jerome Friedman	Trevor Hastie	1
Sushil Jajodia	Jeff Hoyt	1
Roberto Tagliaferri	Diego di Bernardo	1
Ronen Feldman	Kfir Ankori	1
Vanesa Lobato	Sergio R. Cuesta	1
Bruce Lambert	Clement T. Yu	1
Jian-Yun Nie	Jing Bai	3
Ashish Gupta	Sanjai Tiwari	1
Brendan Kitts	Gang Wu	1
Hans-Peter Kriegel	Kai Yu	4
Ken Konkel	Liqiang Geng	1
Steven White	Igor V. Cadez	1
Jian Pei	Qi He	1
Ke Wang	Hua Shi	1
Yves Kodratoff	Gilles Venturini	1
Ravi Janardan	Tao Xiong	1
Huiming Qu	Christos Faloutsos	1
Stephen Bay	Markus G. Anderle	2
Pham Dinh Tao	Le Thi Hoai An	1
Paolo Boldi	Luca Becchetti	1
Eveline Hoekx	Jan Van den Bussche	2
Neel Sundaresan	Hill Nguyen	1
Martin Ester	Mohsen Jamali	1
Arunava Banerjee	Sofus A. Macskassy	1
Ji-Rong Wen	Wei-Ying Ma	1
Steve A. Chien	Dominic Mazzoni	1
Christian A. Lang	Ioana M. Boier-Martin	1
Guanling Lee	Chih-Hao Hsu	1
Wolfgang Nejdl	Paul-Alexandru Chirita	2
Christina Yip Chung	Jianchang Mao	1
Naoki Abe	Chidanand Apte	2
Raghu Ramakrishnan	Johannes Gehrke	1
Ben Kao	Wai-Shing Ho	1
Dingding Wang	Shenghuo Zhu	1
Sharma Chakravarthy	Seung-Kyum Kim	1
Amit Singhal	Robert E. Schapire	1
Marc Maier	Henry G. Goldberg	1
Ronen Feldman	Benjamin Rosenfeld	1
Sanjay Chawla	Bavani Arunasalam	1
Sridhar Rajagopalan	Kevin S. Beyer	1
Scott Gaffney	Igor V. Cadez	1
Xinyu Guo	Wynne Hsu	1
Bruce Lambert	Yuanyuan Jia	1
Takashi Washio	Yuki Mitsunaga	1
Subramani Mani	Michael J. Pazzani	1
Vangalur S. Alagar	Joseph N. Said	1
Dejan Diklic	Andrei Z. Broder	1
Levien de Braal	Cesar A. Santana	1
Jaideep Srivastava	Jiandong Huang	1
Nikos Mamoulis	Huiping Cao	3
Martin Lorenz	Joachim Hammer	1
Ruofei Zhang	Yefei Peng	1
Ozden Gur-Ali	William A. Wallace	1
Niko Vuokko	Nikolaj Tatti	1
Maria Luisa Sapino	Huiping Cao	1
Chidanand Apte	Fateh Tipu	1
Andrew W. Moore	Maheshkumar Sabhnani	1
Wei Chu	Shirish Krishnaj Shevade	1
Young-Min Kim	Jean-Francois Pessiot	1
Dhiral Gada	Konstantinos Kalpakis	1
D. Gershkovich	N. Liusternik	1
Rifat Ozcan	Hakan Yilmaz	1
Giuseppe De Nicolao	Oliver M. Donzelli	1
Ricardo Bezerra de Andrade e Silva	Jonathan Moody	1
Guoyang Shen	Shiji Song	1
Philip S. Yu	Xiaoxin Yin	2
Bing Zhao	Stephan Vogel	1
Karam Gouda	Mohammed Javeed Zaki	3
Ron Hoory	Gilad Mishne	1
Philip S. Yu	Chengqi Zhang	1
Jian Pei	Moonjung Cho	1
Vincent Wenchen Zheng	Jeffrey Junfeng Pan	1
Ke Wang	Huiqing Liu	1
Souripriya Das	Eugene Inseok Chong	1
Tomi Yiu	Johannes Gehrke	1
Rosie Jones	Giridhar Kumaran	1
Robert Munro	Pei Sun	1
Venkatesan T. Chakaravarthy	Prasan Roy	1
Jaideep Srivastava	Myra Spiliopoulou	1
Ahu Sieg	Robin D. Burke	1
Loic Martinez	Cesar Montes	1
Kevin Y. Yip	Wang Kay Ngai	1
Chao Wang	Adriano Veloso	1
Angelo Ciaramella	Antonino Staiano	1
Hong Zhang	Balaji Padmanabhan	1
Jessica Lin	Jeffrey P. Lankford	1
Arun Qamra	Edward Y. Chang	1
Agma J. M. Traina	Marcos R. Vieira	1
Agma J. M. Traina	Christos Faloutsos	5
Andrea Tagarelli	Massimiliano Ruffolo	1
Jayavel Shanmugasundaram	Paul S. Bradley	1
Chao Wang	Matthew Eric Otey	1
G. V. Ranga Rao	B. V. L. Narayana	1
David Bernholz	Erik Thomsen	1
Jie Cheng	Charles X. Ling	1
Carlos Rojas	Jeff Cerwinske	1
Chengwen Liu	Andrei Ursu	1
Alvaro Zubizarreta	Guido Garcia	1
Philip S. Yu	Yiyuan Xia	1
Philip S. Yu	Ling Liu	2
Chris Kelman	Damien McAullay	1
George Donohue	Daniel Barbara	1
Zhihai Wang	Geoffrey I. Webb	1
Daniela Raicu	David S. Channin	1
Daniel Jurafsky	Kadri Hacioglu	1
Hongjun Lu	Gabriel Pui Cheong Fung	1
Agma J. M. Traina	Spiros Papadimitriou	1
Dik Lun Lee	Peng Liu	1
Tie-Yan Liu	Yan-Ping Zhao	1
Paolo Palmerini	Salvatore Orlando	1
Xinhui Hu	Hideki Kashioka	1
Gautam Das	Senjuti Basu Roy	1
Alanoly Andrews	Laks V. S. Lakshmanan	1
Caetano Traina Jr	Agma J. M. Traina	4
Jon Hutchins	Alexander T. Ihler	1
Zoran Despotovic	Karl Aberer	1
Yannis Manolopoulos	Michael Vassilakopoulos	1
Kazunori Okada	R. Bharat Rao	1
Wynne Hsu	Junmei Wang	1
Chad L. Myers	Gaurav Pandey	1
Chao Wang	Dmitrii Polshakov	1
Navneet Panda	Edward Y. Chang	1
Hyoil Han	Ari D. Brooks	1
Simon Hawkins	Graham J. Williams	1
Ricardo Vilalta	Abraham Bagherjeiran	1
Ramesh Nallapati	Eric P. Xing	1
Mike Hoskins	Erik Marcade	1
Lawrence K. Saul	Geoffrey M. Voelker	1
Xiangsun Zhang	Tao Li	1
Mong-Li Lee	Ying Guang Li	1
Martin Ester	Byron J. Gao	3
Silviu Cucerzan	Ziming Zhuang	1
David Locke	Robert L. Grossman	1
Steve Poteet	Steve Woods	1
Chun-Nan Hsu	Craig A. Knoblock	2
Lee A. Becker	Dan L. Grecu	1
Jim Smith	Norman W. Paton	1
Jordi Atserias	Hugo Zaragoza	1
Antonina Dattolo	Antonio Gisolfi	1
Qiankun Zhao	Mukesh K. Mohania	1
Hongliang Fei	Jun Huan	1
Xiangji Huang	Yang Liu	2
Steve A. Steed	Roderick M. Rejesus	1
Alain Pirotte	Marco Saerens	1
Paul P. Maglio	Byron Dom	1
Zaiqing Nie	Hsiao-Wuen Hon	1
Andrew Fast	David Jensen	3
Chang-Hung Lee	Ming-Syan Chen	4
JongMin Lee	Chong-Sun Hwang	1
Andrew Betz	D. R. Mani	2
Ka Cheung Sia	Junghoo Cho	1
Jayant Kalagnanam	Swaroop K. Chalasani	1
Gu Xu	Hang Li	1
Catherine Plaisant	Loretta Auvil	1
Abhay Mehta	Ashok Savasere	1
Korinna Bade	Andreas Nurnberger	1
Toon Calders	Raymond T. Ng	1
Bin Fang	Wynne Hsu	1
Klemens Bohm	Karl Aberer	1
Lei Tang	Huan Liu	4
David L. Waltz	Steven Salzberg	1
Vincent Wenchen Zheng	Dou Shen	1
Deyi Li	Wan Gong	1
Ognian Asparouhov	David S. Vogel	1
Jon Stearley	Adam J. Oliner	1
Marios Hadjieleftheriou	Huiping Cao	1
Ofer Harel	Michael Zuba	1
Kazunori Okada	Marcos Salganicoff	1
Elif Aktolga	James Allan	1
Jerzy Marcinkowski	Slawomir Staworko	1
Raymond Y. K. Lau	Peter Bruza	1
Hae-Young Bae	Ying Xia	1
Haesun Park	Jieping Ye	2
Wahyu Wibowo	Hugh E. Williams	1
Bing Liu	Yanhong Zhai	1
Jianfeng Gao	Xiaojun Wan	1
Lei Zhang	Shuo Wang	1
Rajan M. Lukose	Yunhong Zhou	1
Melanie Hilario	Adam Woznica	1
Pierre-Claude Scholl	Marlon Dumas	1
Qiong Huang	Frederick H. Lochovsky	1
Xiao Hu	Richard Sproat	1
Sargur N. Srihari	Zhaohui Zheng	1
C. Lee Giles	Prasenjit Mitra	4
Kumar V. Vadaparty	Madhur Kohli	1
Casey Dugan	Pavan Kumar Vatturi	1
Benyu Zhang	Qiang Yang	8
Michael Chau	Chun Kit Chui	1
Michael W. Mahoney	Anirban Dasgupta	1
Lei Zhang	Chunsong Wang	1
Caimei Lu	E. K. Park	1
Krishna Kumaraswamy	David M. Steier	1
Michael Chau	Reynold Cheng	1
Bo Zhao	Jiawei Han	1
Jeffrey A. Bloom	Rafael Alonso	2
Berthier A. Ribeiro-Neto	Juliano Palmieri Lage	1
Ching Kian Wong	Yiming Ma	1
Michihiro Kuramochi	Mukund Deshpande	1
Olfa Nasraoui	Jeff Cerwinske	1
Lawrence H. Reeve	Saya V. Nagori	1
Thomas H. Hinke	Sara J. Graves	1
Lara Aires	Antonio Dourado	1
Stephen Figlewski	Fei Chen	1
Spiros Papadimitriou	Tsuyoshi Ide	1
Qiankun Zhao	Yahiko Kambayashi	1
Jordi Atserias	Peter Mika	1
Paul E. Stolorz	Philip C. Chew	1
Rui Cai	Lei Zhang	3
Ho Chung Wu	Robert Wing Pong Luk	1
Richard Lichtenstein	Vasileios Hatzivassiloglou	1
Daniel Fink	Mohamed Farid Elhawary	1
Simone Diniz Junqueira Barbosa	Antonio L. Furtado	1
P. Krishna Reddy	C. L. L. Gowda	1
Hong Wang	Hongyan Zhang	1
Niels Landwehr	Kristian Kersting	1
Michael White	Steve Selvaggio	1
David Hung-Chang Du	Biplob K. Debnath	1
Dafna Shahaf	Carlos Guestrin	1
E. K. Park	Lawrence J. Henschen	1
Chih-Jen Lin	Kai-Wei Chang	1
Wesley W. Chu	Brad Perry	1
Akira Okada	Yoshitsugu Kakemoto	1
M. Baum	Clemens Bertram	1
Damien McAullay	Ross Sparks	1
Paul E. Stolorz	David Haussler	1
Ji-Rong Wen	Yong Cao	1
Jianping Fan	Elisa Bertino	1
Le Chen	Feng Jing	1
Nung Kion Lee	Dianhui Wang	1
Shu Tao	Nikos Anerousis	1
Fu-Lai Chung	Chak-man Ng	1
Scott B. C. Dynes	Peter A. Gloor	1
Jianhui Chen	Shuiwang Ji	2
Chen Wang	Wei Wang	1
